Test suite file,states,inputs,outputs,transitions,Number of All_Mutants,Number of killed All_Mutants OracleOutput,Mutation score All_Mutants OracleOutput,EventSequence_Levenshtein_AverageValue,EventSequence_Levenshtein_SquaredSummation,EventSequence_Levenshtein_Manhattan,EventSequence_Levenshtein_Euclidean,EventSequence_SimpsonDiversity_AverageValue,EventSequence_SimpsonDiversity_SquaredSummation,EventSequence_SimpsonDiversity_Manhattan,EventSequence_SimpsonDiversity_Euclidean,EventSequence_Hamming_AverageValue,EventSequence_Hamming_SquaredSummation,EventSequence_Hamming_Manhattan,EventSequence_Hamming_Euclidean,EventSequence_ShannonIndex,EventSequence_Nei,EventStatePairs_Levenshtein_AverageValue,EventStatePairs_Levenshtein_SquaredSummation,EventStatePairs_Levenshtein_Manhattan,EventStatePairs_Levenshtein_Euclidean,EventStatePairs_SimpsonDiversity_AverageValue,EventStatePairs_SimpsonDiversity_SquaredSummation,EventStatePairs_SimpsonDiversity_Manhattan,EventStatePairs_SimpsonDiversity_Euclidean,EventStatePairs_Hamming_AverageValue,EventStatePairs_Hamming_SquaredSummation,EventStatePairs_Hamming_Manhattan,EventStatePairs_Hamming_Euclidean,EventStatePairs_ShannonIndex,EventStatePairs_Nei,StateSequence_Levenshtein_AverageValue,StateSequence_Levenshtein_SquaredSummation,StateSequence_Levenshtein_Manhattan,StateSequence_Levenshtein_Euclidean,StateSequence_SimpsonDiversity_AverageValue,StateSequence_SimpsonDiversity_SquaredSummation,StateSequence_SimpsonDiversity_Manhattan,StateSequence_SimpsonDiversity_Euclidean,StateSequence_Hamming_AverageValue,StateSequence_Hamming_SquaredSummation,StateSequence_Hamming_Manhattan,StateSequence_Hamming_Euclidean,StateSequence_ShannonIndex,StateSequence_Nei
TR_TestSuite17.txt,10,10,4,100,3618,2368,0.65450525,0.728660652324777,0.7152542372881356,0.7288135593220346,0.7168997988663293,0.6148648648648418,0.6155339805825406,0.6148648648648418,0.6148648648648418,0.249146757679199,0.25,0.25,0.2503523918597352,0.4699608184588584,0.25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9285714285714448,1.0,0.928671502848772,0.5560975609756156,0.5548961424332219,0.5560975609756156,0.5560975609756156,1.0,1.0,1.0,1.0,0.5050505050505194,1.0
TR_TestSuite16.txt,10,10,4,100,3618,2376,0.6567164,0.6863289382373381,0.6762711864406796,0.6864406779661039,0.6780444322545307,0.6925675675675507,0.6912621359223294,0.6925675675675507,0.6925675675675507,0.0,0.0,0.0,0.0,0.5450587723117195,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6682926829267899,0.6646884272996942,0.6682926829267899,0.6682926829267899,1.0,1.0,1.0,1.0,0.6200466200466224,1.0
TR_TestSuite14.txt,10,10,4,100,3618,2374,0.65616363,0.7626648160999423,0.7559322033898326,0.7627118644067821,0.7574236606326465,0.7702702702702595,0.7689320388349472,0.7702702702702595,0.7702702702702595,0.4994311717861137,0.5,0.5,0.5004625143158705,0.6303874619068424,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6682926829267899,0.6646884272996942,0.6682926829267899,0.6682926829267899,1.0,1.0,1.0,1.0,0.6200466200466224,1.0
TR_TestSuite8.txt,10,10,4,100,3618,2370,0.655058,1.0,1.0,1.0,1.0,0.9222972972972912,0.9242718446602112,0.9222972972972912,0.9222972972972912,1.0,1.0,1.0,1.0,0.9011754462342196,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9285714285714448,1.0,0.928671502848772,0.5560975609756156,0.5548961424332219,0.5560975609756156,0.5560975609756156,1.0,1.0,1.0,1.0,0.5050505050505194,1.0
TR_TestSuite9.txt,10,10,4,100,3618,2382,0.6583748,0.92366412213741,0.920338983050847,0.9237288135593218,0.9209316145547676,0.8479729729729684,0.846601941747565,0.8479729729729684,0.8479729729729684,0.7497155858930569,0.75,0.75,0.7503523918597352,0.7490204614714884,0.75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9285714285714448,1.0,0.928671502848772,0.5560975609756156,0.5548961424332219,0.5560975609756156,0.5560975609756156,1.0,1.0,1.0,1.0,0.5050505050505194,1.0
TR_TestSuite15.txt,10,10,4,100,3618,2368,0.65450525,0.8390006939625323,0.8355932203389855,0.8389830508474603,0.836702322179562,0.8479729729729684,0.846601941747565,0.8479729729729684,0.8479729729729684,0.4994311717861137,0.5,0.5,0.5004625143158705,0.7292120156726227,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6682926829267899,0.6646884272996942,0.6682926829267899,0.6682926829267899,1.0,1.0,1.0,1.0,0.6200466200466224,1.0
TR_TestSuite11.txt,10,10,4,100,3618,2370,0.655058,0.8390006939625323,0.8355932203389855,0.8389830508474603,0.836702322179562,0.9222972972972912,0.9242718446602112,0.9222972972972912,0.9222972972972912,0.4994311717861137,0.5,0.5,0.5004625143158705,0.774053112755773,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6428571428571388,1.0,0.643139574706538,0.3365853658536366,0.3323442136498613,0.3365853658536366,0.3365853658536366,1.0,0.2000000000000454,1.0,0.2001436560464071,0.2905982905982966,1.0
TR_TestSuite10.txt,10,10,4,100,3618,2370,0.655058,0.8390006939625323,0.8322033898305108,0.8389830508474603,0.8333287621137302,0.8479729729729684,0.846601941747565,0.8479729729729684,0.8479729729729684,0.4994311717861137,0.5,0.5,0.5004625143158705,0.7292120156726227,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TR_TestSuite12.txt,10,10,4,100,3618,2370,0.655058,0.9153365718251224,0.9186440677966096,0.9152542372881384,0.919244834521848,0.6925675675675507,0.6912621359223294,0.6925675675675507,0.6925675675675507,0.7497155858930569,0.75,0.75,0.7503523918597352,0.7287766652155057,0.75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5714285714285836,1.0,0.5717176748964334,0.6682926829267899,0.6646884272996942,0.6682926829267899,0.6682926829267899,1.0,0.2000000000000454,1.0,0.2001436560464071,0.6200466200466224,1.0
TR_TestSuite13.txt,10,10,4,100,3618,2372,0.65561086,0.0850104094378991,0.0881355932203398,0.0847457627118615,0.0887913695373967,0.077702702702652,0.0757281553398172,0.077702702702652,0.077702702702652,0.7497155858930569,0.75,0.75,0.7503523918597352,0.0990422289943424,0.75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5238095238095184,1.0,0.5241134530962768,1.0,1.0,1.0,1.0,1.0,0.2000000000000454,1.0,0.2001436560464071,1.0,1.0
TR_TestSuite2.txt,10,10,4,100,3618,2372,0.65561086,0.92366412213741,0.9237288135593218,0.9237288135593218,0.9242960321813882,0.6148648648648418,0.6155339805825406,0.6148648648648418,0.6148648648648418,0.7497155858930569,0.75,0.75,0.7503523918597352,0.6299521114497182,0.75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5714285714285836,1.0,0.5717176748964334,0.6682926829267899,0.6646884272996942,0.6682926829267899,0.6682926829267899,1.0,0.2000000000000454,1.0,0.2001436560464071,0.6200466200466224,1.0
TR_TestSuite3.txt,10,10,4,100,3618,2374,0.65616363,0.0933379597501726,0.0932203389830519,0.0932203389830448,0.0939111354909485,0.0,0.0,0.0,0.0,0.7497155858930569,0.75,0.75,0.7503523918597352,0.0,0.75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5238095238095184,1.0,0.5241134530962768,1.0,1.0,1.0,1.0,1.0,0.2000000000000454,1.0,0.2001436560464071,1.0,1.0
TR_TestSuite1.txt,10,10,4,100,3618,2372,0.65561086,0.84732824427482,0.8406779661016941,0.8474576271186436,0.8417580910586935,0.8479729729729684,0.846601941747565,0.8479729729729684,0.8479729729729684,0.4994311717861137,0.5,0.5,0.5004625143158705,0.6752285589899856,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6428571428571388,1.0,0.643139574706538,0.3365853658536366,0.3323442136498613,0.3365853658536366,0.3365853658536366,1.0,0.2000000000000454,1.0,0.2001436560464071,0.2905982905982966,1.0
TR_TestSuite0.txt,10,10,4,100,3618,2372,0.65561086,0.84732824427482,0.8372881355932194,0.8474576271186436,0.8383891022124672,0.6925675675675507,0.6912621359223294,0.6925675675675507,0.6925675675675507,0.4994311717861137,0.5,0.5,0.5004625143158705,0.5883761427949494,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TR_TestSuite18.txt,10,10,4,100,3618,2368,0.65450525,0.991325468424705,0.994915254237288,0.9915254237288168,0.9949579447796636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9285714285714448,1.0,0.928671502848772,0.5560975609756156,0.5548961424332219,0.5560975609756156,0.5560975609756156,1.0,1.0,1.0,1.0,0.5050505050505194,1.0
TR_TestSuite4.txt,10,10,4,100,3618,2376,0.6567164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4994311717861137,0.5,0.5,0.5004625143158705,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6682926829267899,0.6646884272996942,0.6682926829267899,0.6682926829267899,1.0,1.0,1.0,1.0,0.6200466200466224,1.0
TR_TestSuite5.txt,10,10,4,100,3618,2370,0.655058,0.84732824427482,0.8406779661016941,0.8474576271186436,0.8417580910586935,0.7702702702702595,0.7689320388349472,0.7702702702702595,0.7702702702702595,0.4994311717861137,0.5,0.5,0.5004625143158705,0.6303874619068424,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6682926829267899,0.6646884272996942,0.6682926829267899,0.6682926829267899,1.0,1.0,1.0,1.0,0.6200466200466224,1.0
TR_TestSuite19.txt,10,10,4,100,3618,2380,0.657822,0.9153365718251224,0.9152542372881348,0.9152542372881384,0.9158804168952271,0.9222972972972912,0.9242718446602112,0.9222972972972912,0.9222972972972912,0.7497155858930569,0.75,0.75,0.7503523918597352,0.8478450152372687,0.75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9285714285714448,1.0,0.928671502848772,0.5560975609756156,0.5548961424332219,0.5560975609756156,0.5560975609756156,1.0,1.0,1.0,1.0,0.5050505050505194,1.0
TR_TestSuite7.txt,10,10,4,100,3618,2370,0.655058,0.7373351839000719,0.7203389830508478,0.7372881355932179,0.7219692814042844,0.540540540540519,0.5378640776698944,0.540540540540519,0.540540540540519,0.249146757679199,0.25,0.25,0.2503523918597352,0.371136264693078,0.25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9285714285714448,1.0,0.928671502848772,0.5560975609756156,0.5548961424332219,0.5560975609756156,0.5560975609756156,1.0,1.0,1.0,1.0,0.5050505050505194,1.0
TR_TestSuite6.txt,10,10,4,100,3618,2378,0.6572692,0.6950034698126331,0.6813559322033917,0.6949152542372872,0.6831139147924645,0.6148648648648418,0.6155339805825406,0.6148648648648418,0.6148648648648418,0.0,0.0,0.0,0.0,0.4462342185459391,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6682926829267899,0.6646884272996942,0.6682926829267899,0.6682926829267899,1.0,1.0,1.0,1.0,0.6200466200466224,1.0
Pearson Correlation Coefficient,,,,,,,,-0.1797356678246791,-0.18027320026190816,-0.17977435770084577,-0.18026630499268972,-0.1453394668062867,-0.14469825171786233,-0.1453394668062867,-0.1453394668062867,-0.12330192632166613,-0.12367135306681626,-0.12367135306681626,-0.12374198686334383,-0.16960398285043762,-0.12367135306681626,,,,,0.13661637115831243,0.13661637115831243,0.13661637115831243,0.13661637115831243,,,,,0.13661637115831243,,0.13661637115831243,0.21561655604706642,0.13661637115831243,0.2155832248562099,0.16663994771364948,0.16671017970304014,0.16663994771364948,0.16663994771364948,0.13661637115831243,0.23419519053989526,0.13661637115831243,0.23419697769371473,0.16122624674723565,0.13661637115831243
Spearman Rank Correlation Coefficients,,,,,,,,-0.2224209057237184,-0.24515262775116145,-0.2224209057237184,-0.24515262775116145,-0.24914318436862706,-0.24914318436862706,-0.24914318436862706,-0.24914318436862706,-0.04746606966038095,-0.04746606966038095,-0.04746606966038095,-0.04746606966038095,-0.28055411794858226,-0.04746606966038095,,,,,0.08842289459028577,0.08842289459028577,0.08842289459028577,0.08842289459028577,,,,,0.08842289459028577,,0.08842289459028577,0.1357057829313957,0.08842289459028577,0.1357057829313957,0.2349168193361227,0.2349168193361227,0.2349168193361227,0.2349168193361227,0.08842289459028577,0.08454845866757513,0.08842289459028577,0.08454845866757513,0.2349168193361227,0.08842289459028577
P-values,,,,,,,,0.3459219705338792,0.29751947520005734,0.3459219705338792,0.29751947520005734,0.2894730760434167,0.2894730760434167,0.2894730760434167,0.2894730760434167,0.8424835024212267,0.8424835024212267,0.8424835024212267,0.8424835024212267,0.2308635671908758,0.8424835024212267,,,,,0.7108575938957538,0.7108575938957538,0.7108575938957538,0.7108575938957538,,,,,0.7108575938957538,,0.7108575938957538,0.5683610790822913,0.7108575938957538,0.5683610790822913,0.3187756844055662,0.3187756844055662,0.3187756844055662,0.3187756844055662,0.7108575938957538,0.7230381477318127,0.7108575938957538,0.7230381477318127,0.3187756844055662,0.7108575938957538
