Test suite file,states,inputs,outputs,transitions,Number of All_Mutants,Number of killed All_Mutants OracleOutput,Mutation score All_Mutants OracleOutput,EventSequence_Levenshtein_AverageValue,EventSequence_Levenshtein_SquaredSummation,EventSequence_Levenshtein_Manhattan,EventSequence_Levenshtein_Euclidean,EventSequence_SimpsonDiversity_AverageValue,EventSequence_SimpsonDiversity_SquaredSummation,EventSequence_SimpsonDiversity_Manhattan,EventSequence_SimpsonDiversity_Euclidean,EventSequence_Hamming_AverageValue,EventSequence_Hamming_SquaredSummation,EventSequence_Hamming_Manhattan,EventSequence_Hamming_Euclidean,EventSequence_ShannonIndex,EventSequence_Nei,EventStatePairs_Levenshtein_AverageValue,EventStatePairs_Levenshtein_SquaredSummation,EventStatePairs_Levenshtein_Manhattan,EventStatePairs_Levenshtein_Euclidean,EventStatePairs_SimpsonDiversity_AverageValue,EventStatePairs_SimpsonDiversity_SquaredSummation,EventStatePairs_SimpsonDiversity_Manhattan,EventStatePairs_SimpsonDiversity_Euclidean,EventStatePairs_Hamming_AverageValue,EventStatePairs_Hamming_SquaredSummation,EventStatePairs_Hamming_Manhattan,EventStatePairs_Hamming_Euclidean,EventStatePairs_ShannonIndex,EventStatePairs_Nei,StateSequence_Levenshtein_AverageValue,StateSequence_Levenshtein_SquaredSummation,StateSequence_Levenshtein_Manhattan,StateSequence_Levenshtein_Euclidean,StateSequence_SimpsonDiversity_AverageValue,StateSequence_SimpsonDiversity_SquaredSummation,StateSequence_SimpsonDiversity_Manhattan,StateSequence_SimpsonDiversity_Euclidean,StateSequence_Hamming_AverageValue,StateSequence_Hamming_SquaredSummation,StateSequence_Hamming_Manhattan,StateSequence_Hamming_Euclidean,StateSequence_ShannonIndex,StateSequence_Nei
TR_TestSuite17.txt,10,10,4,100,3618,2368,0.65450525,2.04908,18313.0,8391.0,135.32553,0.8703,0.75743,0.8703,0.8703,1.81587,14118.0,7436.0,118.81919,2.80074,0.68164,2.07839,18783.0,8511.0,137.05109,0.87897,0.77258,0.87897,0.87897,1.83712,14379.0,7523.0,119.91247,3.30112,0.68713,1.95922,17135.0,8023.0,130.90073,0.82172,0.67523,0.82172,0.82172,1.74066,13348.0,7128.0,115.53354,2.04474,0.64248
TR_TestSuite16.txt,10,10,4,100,3618,2376,0.6567164,2.04786,18290.0,8386.0,135.24053,0.87053,0.75782,0.87053,0.87053,1.81368,14091.0,7427.0,118.70552,2.80419,0.68107,2.07839,18783.0,8511.0,137.05109,0.87897,0.77258,0.87897,0.87897,1.83712,14379.0,7523.0,119.91247,3.30112,0.68713,1.95922,17141.0,8023.0,130.92364,0.82195,0.6756,0.82195,0.82195,1.74066,13348.0,7128.0,115.53354,2.04622,0.64248
TR_TestSuite14.txt,10,10,4,100,3618,2374,0.65616363,2.05006,18337.0,8395.0,135.41418,0.87076,0.75822,0.87076,0.87076,1.81807,14145.0,7445.0,118.93275,2.80811,0.68221,2.07839,18783.0,8511.0,137.05109,0.87897,0.77258,0.87897,0.87897,1.83712,14379.0,7523.0,119.91247,3.30112,0.68713,1.95922,17141.0,8023.0,130.92364,0.82195,0.6756,0.82195,0.82195,1.74066,13348.0,7128.0,115.53354,2.04622,0.64248
TR_TestSuite8.txt,10,10,4,100,3618,2370,0.655058,2.0569,18481.0,8423.0,135.94484,0.87121,0.75902,0.87121,0.87121,1.82247,14199.0,7463.0,119.15956,2.82055,0.68335,2.07839,18783.0,8511.0,137.05109,0.87897,0.77258,0.87897,0.87897,1.83712,14379.0,7523.0,119.91247,3.30112,0.68713,1.95922,17135.0,8023.0,130.90073,0.82172,0.67523,0.82172,0.82172,1.74066,13348.0,7128.0,115.53354,2.04474,0.64248
TR_TestSuite9.txt,10,10,4,100,3618,2382,0.6583748,2.0547,18434.0,8414.0,135.77187,0.87099,0.75862,0.87099,0.87099,1.82027,14172.0,7454.0,119.04621,2.81356,0.68278,2.07839,18783.0,8511.0,137.05109,0.87897,0.77258,0.87897,0.87897,1.83712,14379.0,7523.0,119.91247,3.30112,0.68713,1.95922,17135.0,8023.0,130.90073,0.82172,0.67523,0.82172,0.82172,1.74066,13348.0,7128.0,115.53354,2.04474,0.64248
TR_TestSuite15.txt,10,10,4,100,3618,2368,0.65450525,2.05226,18384.0,8404.0,135.58761,0.87099,0.75862,0.87099,0.87099,1.81807,14145.0,7445.0,118.93275,2.81265,0.68221,2.07839,18783.0,8511.0,137.05109,0.87897,0.77258,0.87897,0.87897,1.83712,14379.0,7523.0,119.91247,3.30112,0.68713,1.95922,17141.0,8023.0,130.92364,0.82195,0.6756,0.82195,0.82195,1.74066,13348.0,7128.0,115.53354,2.04622,0.64248
TR_TestSuite11.txt,10,10,4,100,3618,2370,0.655058,2.05226,18384.0,8404.0,135.58761,0.87121,0.75902,0.87121,0.87121,1.81807,14145.0,7445.0,118.93275,2.81471,0.68221,2.07839,18783.0,8511.0,137.05109,0.87874,0.77218,0.87874,0.87874,1.83712,14379.0,7523.0,119.91247,3.29892,0.68713,1.95922,17111.0,8023.0,130.80902,0.82127,0.67448,0.82127,0.82127,1.74066,13312.0,7128.0,115.37764,2.04198,0.64248
TR_TestSuite10.txt,10,10,4,100,3618,2370,0.655058,2.05226,18382.0,8404.0,135.58023,0.87099,0.75862,0.87099,0.87099,1.81807,14145.0,7445.0,118.93275,2.81265,0.68221,2.07839,18783.0,8511.0,137.05109,0.87897,0.77258,0.87897,0.87897,1.83712,14379.0,7523.0,119.91247,3.30112,0.68713,1.95726,17057.0,8015.0,130.60245,0.82058,0.67336,0.82058,0.82058,1.73846,13303.0,7119.0,115.33863,2.03824,0.64194
TR_TestSuite12.txt,10,10,4,100,3618,2370,0.655058,2.05446,18433.0,8413.0,135.76818,0.87053,0.75782,0.87053,0.87053,1.82027,14172.0,7454.0,119.04621,2.81263,0.68278,2.07839,18783.0,8511.0,137.05109,0.87897,0.77258,0.87897,0.87897,1.83712,14379.0,7523.0,119.91247,3.30112,0.68713,1.95922,17105.0,8023.0,130.78608,0.82195,0.6756,0.82195,0.82195,1.74066,13312.0,7128.0,115.37764,2.04622,0.64248
TR_TestSuite13.txt,10,10,4,100,3618,2372,0.65561086,2.03053,17943.0,8315.0,133.95148,0.86871,0.75465,0.86871,0.86871,1.82027,14172.0,7454.0,119.04621,2.7837,0.68278,2.07839,18783.0,8511.0,137.05109,0.87897,0.77258,0.87897,0.87897,1.83712,14379.0,7523.0,119.91247,3.30112,0.68713,1.95922,17101.0,8023.0,130.77079,0.82263,0.67673,0.82263,0.82263,1.74066,13312.0,7128.0,115.37764,2.05111,0.64248
TR_TestSuite2.txt,10,10,4,100,3618,2372,0.65561086,2.0547,18436.0,8414.0,135.77923,0.8703,0.75743,0.8703,0.8703,1.82027,14172.0,7454.0,119.04621,2.80809,0.68278,2.07839,18783.0,8511.0,137.05109,0.87897,0.77258,0.87897,0.87897,1.83712,14379.0,7523.0,119.91247,3.30112,0.68713,1.95922,17105.0,8023.0,130.78608,0.82195,0.6756,0.82195,0.82195,1.74066,13312.0,7128.0,115.37764,2.04622,0.64248
TR_TestSuite3.txt,10,10,4,100,3618,2374,0.65616363,2.03077,17946.0,8316.0,133.96268,0.86848,0.75426,0.86848,0.86848,1.82027,14172.0,7454.0,119.04621,2.77915,0.68278,2.07839,18783.0,8511.0,137.05109,0.87897,0.77258,0.87897,0.87897,1.83712,14379.0,7523.0,119.91247,3.30112,0.68713,1.95922,17101.0,8023.0,130.77079,0.82263,0.67673,0.82263,0.82263,1.74066,13312.0,7128.0,115.37764,2.05111,0.64248
TR_TestSuite1.txt,10,10,4,100,3618,2372,0.65561086,2.0525,18387.0,8405.0,135.59867,0.87099,0.75862,0.87099,0.87099,1.81807,14145.0,7445.0,118.93275,2.81017,0.68221,2.07839,18783.0,8511.0,137.05109,0.87874,0.77218,0.87874,0.87874,1.83712,14379.0,7523.0,119.91247,3.29892,0.68713,1.95922,17111.0,8023.0,130.80902,0.82127,0.67448,0.82127,0.82127,1.74066,13312.0,7128.0,115.37764,2.04198,0.64248
TR_TestSuite0.txt,10,10,4,100,3618,2372,0.65561086,2.0525,18385.0,8405.0,135.5913,0.87053,0.75782,0.87053,0.87053,1.81807,14145.0,7445.0,118.93275,2.80618,0.68221,2.07839,18783.0,8511.0,137.05109,0.87897,0.77258,0.87897,0.87897,1.83712,14379.0,7523.0,119.91247,3.30112,0.68713,1.95726,17057.0,8015.0,130.60245,0.82058,0.67336,0.82058,0.82058,1.73846,13303.0,7119.0,115.33863,2.03824,0.64194
TR_TestSuite18.txt,10,10,4,100,3618,2368,0.65450525,2.05665,18478.0,8422.0,135.93381,0.87144,0.75941,0.87144,0.87144,1.82247,14199.0,7463.0,119.15956,2.82509,0.68335,2.07839,18783.0,8511.0,137.05109,0.87897,0.77258,0.87897,0.87897,1.83712,14379.0,7523.0,119.91247,3.30112,0.68713,1.95922,17135.0,8023.0,130.90073,0.82172,0.67523,0.82172,0.82172,1.74066,13348.0,7128.0,115.53354,2.04474,0.64248
TR_TestSuite4.txt,10,10,4,100,3618,2376,0.6567164,2.02808,17891.0,8305.0,133.75724,0.86848,0.75426,0.86848,0.86848,1.81807,14145.0,7445.0,118.93275,2.77915,0.68221,2.07839,18783.0,8511.0,137.05109,0.87897,0.77258,0.87897,0.87897,1.83712,14379.0,7523.0,119.91247,3.30112,0.68713,1.95922,17141.0,8023.0,130.92364,0.82195,0.6756,0.82195,0.82195,1.74066,13348.0,7128.0,115.53354,2.04622,0.64248
TR_TestSuite5.txt,10,10,4,100,3618,2370,0.655058,2.0525,18387.0,8405.0,135.59867,0.87076,0.75822,0.87076,0.87076,1.81807,14145.0,7445.0,118.93275,2.80811,0.68221,2.07839,18783.0,8511.0,137.05109,0.87897,0.77258,0.87897,0.87897,1.83712,14379.0,7523.0,119.91247,3.30112,0.68713,1.95922,17141.0,8023.0,130.92364,0.82195,0.6756,0.82195,0.82195,1.74066,13348.0,7128.0,115.53354,2.04622,0.64248
TR_TestSuite19.txt,10,10,4,100,3618,2380,0.657822,2.05446,18431.0,8413.0,135.76082,0.87121,0.75902,0.87121,0.87121,1.82027,14172.0,7454.0,119.04621,2.8181,0.68278,2.07839,18783.0,8511.0,137.05109,0.87897,0.77258,0.87897,0.87897,1.83712,14379.0,7523.0,119.91247,3.30112,0.68713,1.95922,17135.0,8023.0,130.90073,0.82172,0.67523,0.82172,0.82172,1.74066,13348.0,7128.0,115.53354,2.04474,0.64248
TR_TestSuite7.txt,10,10,4,100,3618,2370,0.655058,2.04933,18316.0,8392.0,135.33662,0.87008,0.75703,0.87008,0.87008,1.81587,14118.0,7436.0,118.81919,2.7962,0.68164,2.07839,18783.0,8511.0,137.05109,0.87897,0.77258,0.87897,0.87897,1.83712,14379.0,7523.0,119.91247,3.30112,0.68713,1.95922,17135.0,8023.0,130.90073,0.82172,0.67523,0.82172,0.82172,1.74066,13348.0,7128.0,115.53354,2.04474,0.64248
TR_TestSuite6.txt,10,10,4,100,3618,2378,0.6572692,2.04811,18293.0,8387.0,135.25162,0.8703,0.75743,0.8703,0.8703,1.81368,14091.0,7427.0,118.70552,2.79965,0.68107,2.07839,18783.0,8511.0,137.05109,0.87897,0.77258,0.87897,0.87897,1.83712,14379.0,7523.0,119.91247,3.30112,0.68713,1.95922,17141.0,8023.0,130.92364,0.82195,0.6756,0.82195,0.82195,1.74066,13348.0,7128.0,115.53354,2.04622,0.64248
Pearson Correlation Coefficient,,,,,,,,-0.17973566782467754,-0.18027320026190766,-0.17977435770084543,-0.18026630499269114,-0.14533946680628393,-0.14469825171786468,-0.14533946680628393,-0.14533946680628393,-0.12330192632166521,-0.12367135306681623,-0.12367135306681623,-0.12374198686335562,-0.16960398285043982,-0.12367135306680666,2.0578493095920774e-14,,,,0.1366163711583124,0.1366163711583125,0.1366163711583124,0.1366163711583124,2.0578493095920774e-14,,,-2.0578493095920774e-14,0.13661637115831246,,0.13661637115831246,0.21561655604706792,0.13661637115831246,0.21558322485620732,0.1666399477136518,0.16671017970304255,0.1666399477136518,0.1666399477136518,0.13661637115831243,0.23419519053989482,0.13661637115831243,0.23419697769371453,0.16122624674723263,0.13661637115831246
Spearman Rank Correlation Coefficients,,,,,,,,-0.2224209057237184,-0.24515262775116145,-0.2224209057237184,-0.24515262775116145,-0.24914318436862706,-0.24914318436862706,-0.24914318436862706,-0.24914318436862706,-0.04746606966038095,-0.04746606966038095,-0.04746606966038095,-0.04746606966038095,-0.28055411794858226,-0.04746606966038095,,,,,0.08842289459028577,0.08842289459028577,0.08842289459028577,0.08842289459028577,,,,,0.08842289459028577,,0.08842289459028577,0.1357057829313957,0.08842289459028577,0.1357057829313957,0.2349168193361227,0.2349168193361227,0.2349168193361227,0.2349168193361227,0.08842289459028577,0.08454845866757513,0.08842289459028577,0.08454845866757513,0.2349168193361227,0.08842289459028577
P-values,,,,,,,,0.3459219705338792,0.29751947520005734,0.3459219705338792,0.29751947520005734,0.2894730760434167,0.2894730760434167,0.2894730760434167,0.2894730760434167,0.8424835024212267,0.8424835024212267,0.8424835024212267,0.8424835024212267,0.2308635671908758,0.8424835024212267,,,,,0.7108575938957538,0.7108575938957538,0.7108575938957538,0.7108575938957538,,,,,0.7108575938957538,,0.7108575938957538,0.5683610790822913,0.7108575938957538,0.5683610790822913,0.3187756844055662,0.3187756844055662,0.3187756844055662,0.3187756844055662,0.7108575938957538,0.7230381477318127,0.7108575938957538,0.7230381477318127,0.3187756844055662,0.7108575938957538
